SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
351,9283,24905,58141,200.8897,95.7182
352,9302,24905,58141,200.5601,95.7181
353,9328,24905,58141,200.4337,95.6102
354,9360,24905,58141,199.7828,94.6692
355,9360,24905,58141,196.5915,94.6692
356,9397,24905,58141,196.2475,94.6692
357,9418,24905,58141,196.1659,94.6682
358,9467,24905,58141,196.0939,94.3704
359,9479,24905,58141,194.9119,94.3684
360,9492,24905,58141,193.9903,94.3663
361,9492,24905,58141,193.1391,94.3652
362,9508,24905,58141,192.4658,94.3651
363,9526,24905,58141,192.3771,93.6584
364,9531,24905,58141,191.6694,93.6584
365,9557,24905,58141,190.3928,93.5534
366,9604,24905,58141,190.3101,93.5487
367,9645,24905,58141,190.1346,93.5485
368,9675,24905,58141,190.0549,93.5473
369,9714,24905,58141,189.3446,93.5471
370,9740,24905,58141,188.7474,93.5468
371,9762,24905,58141,188.7237,93.5446
372,9781,24905,58141,188.6957,93.5393
373,9791,24905,58141,187.1626,93.5377
374,9794,24905,58141,187.0339,93.5357
375,9799,24905,58141,185.3380,93.5357
376,9799,24905,58141,185.3365,93.5355
377,9818,24905,58141,185.3321,93.5190
378,9837,24905,58141,185.3009,93.5154
379,9880,24905,58141,184.4725,92.9599
380,9903,24905,58141,183.4479,92.4053
381,9909,24905,58141,182.8921,92.4045
382,9914,24905,58141,182.3846,92.4044
383,9949,24905,58141,182.2572,91.7617
384,9969,24905,58141,181.6090,91.7617
385,9980,24905,58141,180.9345,91.7605
386,9981,24905,58141,179.8078,91.7600
387,9984,24905,58141,179.5287,91.7242
388,10022,24905,58141,179.3428,91.7224
389,10040,24905,58141,179.2609,91.3541
390,10075,24905,58141,178.2064,91.3535
391,10113,24905,58141,178.1816,91.3534
392,10120,24905,58141,178.1778,91.3531
393,10163,24905,58141,178.1441,91.3527
394,10181,24905,58141,178.1236,91.3516
395,10223,24905,58141,177.4420,91.3510
396,10386,24905,58141,177.4202,91.3438
397,10516,24905,58141,177.1082,91.3297
398,10516,24905,58141,175.7603,91.3296
399,10547,24905,58141,175.7408,91.3288
400,10583,24905,58141,175.4972,91.3285
401,10615,24905,58141,175.3916,91.3283
402,10657,24905,58141,175.3045,91.3263
403,10666,24905,58141,174.3714,91.3261
404,10776,24905,58141,174.3483,91.3259
405,10800,24905,58141,174.2221,91.3233
406,10820,24905,58141,173.5551,91.3230
407,10826,24905,58141,173.5511,91.3228
408,10847,24905,58141,173.5393,91.3227
409,10883,24905,58141,173.4591,91.3217
410,10915,24905,58141,172.5829,91.3216
411,10945,24905,58141,172.5715,90.6956
412,10973,24905,58141,171.9421,90.5800
413,10976,24905,58141,171.3534,90.5800
414,10989,24905,58141,171.0968,90.5757
415,11020,24905,58141,171.0785,90.5556
416,11115,24905,58141,170.9950,90.5552
417,11135,24905,58141,170.9089,90.5552
418,11140,24905,58141,170.9059,90.5552
419,11158,24905,58141,170.8982,90.5551
420,11182,24905,58141,170.6762,90.5550
