SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
276,11313,7295,42395,379.8819,151.9727
277,11319,7295,42395,379.6984,151.9726
278,11328,7295,42395,379.6158,151.9724
279,11381,7295,42395,379.3212,151.1016
280,11410,7295,42395,379.3069,151.0997
281,11459,7295,42395,378.4817,151.0989
282,11494,7295,42395,378.3354,151.0951
283,11546,7295,42395,377.9939,151.0632
284,11579,7295,42395,377.9310,151.0606
285,11657,7295,42395,377.8804,151.0511
286,11668,7295,42395,377.8212,149.2649
287,11782,7295,42395,374.5641,149.2079
288,11801,7295,42395,374.2000,149.2075
289,11805,7295,42395,374.1842,149.2022
290,11864,7295,42395,372.8681,149.1997
291,11924,7295,42395,372.5620,148.8741
292,11936,7295,42395,372.5160,148.8724
293,11954,7295,42395,372.4536,148.8621
294,12030,7295,42395,372.4159,148.8605
295,12040,7295,42395,372.2669,148.8603
296,12086,7295,42395,372.2202,148.8549
297,12097,7295,42395,372.1583,148.8519
298,12102,7295,42395,371.5005,148.8512
299,12131,7295,42395,371.4867,148.8486
300,12154,7295,42395,371.1296,148.8486
301,12323,7295,42395,370.5431,148.7680
302,12359,7295,42395,370.2098,148.7642
303,12368,7295,42395,370.0915,148.7638
304,12472,7295,42395,370.0761,148.7635
305,12475,7295,42395,369.8921,148.7633
306,12487,7295,42395,369.0242,148.7624
307,12496,7295,42395,368.9723,148.7616
308,12507,7295,42395,368.9482,148.7615
309,12545,7295,42395,368.3595,148.7594
310,12598,7295,42395,368.2420,148.7539
311,12606,7295,42395,368.0940,148.7539
312,12617,7295,42395,368.0168,148.3978
313,12627,7295,42395,367.6802,147.7845
314,12682,7295,42395,362.8563,147.7308
315,12700,7295,42395,362.3999,147.7294
316,12724,7295,42395,362.3631,147.7260
317,12747,7295,42395,362.1669,147.6277
318,12759,7295,42395,361.6736,147.6266
319,12985,7295,42395,361.6567,147.6147
320,12999,7295,42395,361.4617,147.6110
321,13006,7295,42395,361.4435,147.6106
322,13029,7295,42395,361.4341,147.6101
323,13033,7295,42395,361.2679,147.6101
324,13067,7295,42395,361.1653,147.5980
325,13072,7295,42395,359.6553,147.5930
326,13085,7295,42395,359.6303,147.5917
327,13232,7295,42395,359.6291,147.5513
328,13250,7295,42395,359.4362,147.5509
329,13269,7295,42395,359.0519,147.5508
330,13277,7295,42395,359.0223,147.5508
331,13304,7295,42395,359.0198,147.5489
332,13327,7295,42395,358.7880,147.5481
333,13342,7295,42395,358.6269,147.5227
334,13372,7295,42395,358.5072,147.5137
335,13418,7295,42395,358.4021,147.5128
336,13430,7295,42395,358.3267,147.5123
337,13441,7295,42395,357.7791,147.5118
338,13448,7295,42395,357.5660,147.5118
339,13515,7295,42395,357.5658,147.5040
340,13567,7295,42395,357.5091,147.5029
341,13575,7295,42395,357.4045,147.4994
342,13595,7295,42395,357.0673,146.6692
343,13624,7295,42395,355.4449,146.6691
344,13654,7295,42395,355.3944,146.6670
345,13660,7295,42395,355.2199,146.6670
346,13715,7295,42395,355.1502,146.6630
347,13746,7295,42395,355.1139,146.6626
348,13774,7295,42395,354.9978,146.6618
349,13791,7295,42395,354.9904,146.6592
350,13816,7295,42395,353.8647,146.6535
351,13834,7295,42395,353.6839,146.6532
352,13841,7295,42395,353.6535,146.6525
353,13894,7295,42395,351.7823,146.6317
354,13914,7295,42395,351.1404,146.6317
355,13926,7295,42395,350.1221,146.6315
356,14080,7295,42395,350.0896,146.5068
357,14100,7295,42395,347.0517,146.3053
358,14235,7295,42395,346.6481,146.3005
359,14285,7295,42395,346.3937,146.3002
360,14323,7295,42395,346.2502,146.2816
361,14341,7295,42395,342.0306,146.2811
362,14352,7295,42395,341.8559,145.7994
363,14359,7295,42395,340.7707,145.7989
364,14409,7295,42395,340.2474,145.7938
365,14417,7295,42395,339.9165,145.7927
366,14423,7295,42395,339.8042,145.7925
367,14437,7295,42395,339.2726,145.7912
368,14461,7295,42395,339.2699,145.7903
369,14540,7295,42395,339.1862,145.7896
370,14545,7295,42395,339.0681,145.7896
371,14575,7295,42395,339.0001,145.7852
372,14586,7295,42395,338.9536,145.7845
373,14593,7295,42395,338.9187,145.7839
374,14598,7295,42395,338.7740,145.7798
375,14649,7295,42395,338.7404,145.7753
376,14687,7295,42395,338.6355,145.7742
377,14689,7295,42395,338.3246,145.7742
378,14712,7295,42395,338.2448,145.7385
379,14746,7295,42395,337.7656,145.0290
380,14810,7295,42395,337.4840,145.0218
381,14820,7295,42395,337.3358,145.0211
382,14826,7295,42395,336.6389,145.0186
383,14909,7295,42395,336.5552,145.0186
384,14914,7295,42395,336.3629,144.9809
385,14919,7295,42395,336.1712,144.9809
386,14932,7295,42395,331.5881,144.9797
387,14950,7295,42395,331.0035,144.9769
388,15122,7295,42395,330.8680,144.9661
389,15133,7295,42395,330.6148,144.9656
390,15144,7295,42395,329.9989,144.9648
391,15159,7295,42395,329.9944,144.9648
392,15168,7295,42395,329.8879,144.9639
393,15188,7295,42395,329.8598,144.9617
394,15197,7295,42395,329.6648,144.9615
395,15199,7295,42395,329.5908,144.9613
396,15206,7295,42395,329.5035,144.9564
397,15212,7295,42395,321.6306,144.8332
398,15223,7295,42395,319.2435,144.6721
399,15229,7295,42395,318.1029,144.6721
400,15267,7295,42395,318.0695,144.6676
401,15286,7295,42395,318.0248,144.6671
402,15297,7295,42395,317.9851,144.6658
403,15307,7295,42395,317.9115,144.6658
404,15313,7295,42395,317.8382,144.6653
405,15342,7295,42395,317.8048,144.6653
406,15353,7295,42395,317.4156,144.6653
407,15380,7295,42395,317.2782,144.6515
408,15476,7295,42395,315.8430,144.6386
409,15485,7295,42395,315.7120,144.6384
410,15594,7295,42395,315.4191,144.6142
411,15728,7295,42395,315.0736,144.5333
412,15738,7295,42395,313.8187,144.5294
413,15747,7295,42395,313.7234,144.5290
414,15760,7295,42395,313.6129,144.5290
415,15770,7295,42395,313.4041,144.5286
416,15780,7295,42395,313.3573,144.5261
417,15794,7295,42395,312.8464,144.5261
418,15800,7295,42395,312.7357,144.5259
419,15813,7295,42395,312.3451,144.5259
420,15837,7295,42395,312.1657,144.5250
421,15988,7295,42395,312.1408,144.5241
422,15998,7295,42395,312.1217,144.5225
423,16030,7295,42395,311.7421,144.5225
424,16041,7295,42395,311.7358,144.5221
425,16078,7295,42395,311.6790,144.5108
426,16100,7295,42395,311.6514,144.5082
427,16110,7295,42395,311.6336,144.5073
