SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
216,8330,7295,42395,440.5466,177.7952
217,8340,7295,42395,440.4970,177.7844
218,8363,7295,42395,440.4908,177.7634
219,8389,7295,42395,440.4725,177.7562
220,8392,7295,42395,440.4623,177.7552
221,8438,7295,42395,440.4613,177.6553
222,8485,7295,42395,440.3331,177.5310
223,8495,7295,42395,439.9870,177.5285
224,8514,7295,42395,439.9859,177.5237
225,8538,7295,42395,439.9801,177.4899
226,8577,7295,42395,439.9602,177.4079
227,8674,7295,42395,439.8737,177.4006
228,8744,7295,42395,439.6782,177.3955
229,8817,7295,42395,439.6164,177.3776
230,8839,7295,42395,439.5380,177.3760
231,8886,7295,42395,439.5200,177.3607
232,8912,7295,42395,439.3204,177.3587
233,8960,7295,42395,438.4226,177.3477
234,8971,7295,42395,438.2419,177.3450
235,9040,7295,42395,438.1636,177.3311
236,9050,7295,42395,438.0439,177.3278
237,9052,7295,42395,438.0075,177.3251
238,9058,7295,42395,438.0051,177.2883
239,9069,7295,42395,437.8718,177.2862
240,9125,7295,42395,437.8531,177.2853
241,9144,7295,42395,437.3504,177.2824
242,9159,7295,42395,436.9369,177.1832
243,9163,7295,42395,436.8528,177.1810
244,9171,7295,42395,436.8508,177.1793
245,9238,7295,42395,436.7134,177.1663
246,9282,7295,42395,436.3522,177.1174
247,9310,7295,42395,436.2875,177.1016
248,9343,7295,42395,436.2692,177.0811
249,9351,7295,42395,436.2460,177.0725
250,9380,7295,42395,436.2386,177.0494
251,9414,7295,42395,436.2139,176.9711
252,9438,7295,42395,436.1396,176.9448
253,9556,7295,42395,436.1169,176.2979
254,9580,7295,42395,434.5711,176.2731
255,9603,7295,42395,434.5507,176.2516
256,9605,7295,42395,434.5263,176.2416
257,9694,7295,42395,434.5238,173.9644
258,9712,7295,42395,433.7030,173.8350
259,9767,7295,42395,432.4894,173.8335
260,9780,7295,42395,432.2163,173.8328
261,9790,7295,42395,431.8842,173.5050
262,9806,7295,42395,431.6253,173.4881
263,9837,7295,42395,431.5751,173.4780
264,9896,7295,42395,431.4838,173.4729
265,9902,7295,42395,431.4053,173.4721
266,9924,7295,42395,431.3848,173.4675
267,9998,7295,42395,431.3596,173.4457
268,10008,7295,42395,431.0607,173.4000
269,10014,7295,42395,430.8889,173.3790
270,10027,7295,42395,430.5365,173.3786
271,10032,7295,42395,430.5287,173.2472
272,10074,7295,42395,430.3647,173.2380
273,10095,7295,42395,430.1688,173.2283
274,10171,7295,42395,430.1262,173.2108
275,10177,7295,42395,429.7479,173.2100
276,10241,7295,42395,429.6863,173.1964
277,10267,7295,42395,429.1470,173.1488
278,10280,7295,42395,428.9920,173.1436
279,10284,7295,42395,428.9692,173.1404
280,10291,7295,42395,428.9464,173.1384
281,10303,7295,42395,428.9255,172.9925
282,10309,7295,42395,428.3850,172.9907
283,10313,7295,42395,428.3711,172.8911
284,10326,7295,42395,428.1214,172.8714
