SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
155,2848,7295,42395,78.8284,28.9538
156,2855,7295,42395,78.5440,28.5074
157,2895,7295,42395,78.2936,27.4350
158,2943,7295,42395,77.7113,27.4350
159,2954,7295,42395,75.2573,27.4350
160,2958,7295,42395,74.2795,25.4538
161,2971,7295,42395,73.2415,22.8126
162,2990,7295,42395,71.8786,22.8126
163,3000,7295,42395,70.6998,22.8126
164,3001,7295,42395,70.5042,22.5934
165,3003,7295,42395,70.4908,22.5788
166,3005,7295,42395,70.4599,22.4492
167,3071,7295,42395,70.3303,22.4441
168,3120,7295,42395,70.3252,22.4021
169,3177,7295,42395,70.2074,22.4021
170,3189,7295,42395,70.1406,22.4021
171,3220,7295,42395,70.0761,22.3386
172,3247,7295,42395,70.0424,22.3386
173,3248,7295,42395,65.6934,22.2440
174,3256,7295,42395,65.5989,22.1954
175,3266,7295,42395,65.5500,22.1954
176,3287,7295,42395,65.5195,22.1954
177,3350,7295,42395,65.3503,22.1954
178,3367,7295,42395,63.1464,22.1475
179,3390,7295,42395,63.1053,22.1475
180,3397,7295,42395,62.9511,21.2533
181,3426,7295,42395,62.4986,21.2512
182,3433,7295,42395,60.5834,21.2512
183,3439,7295,42395,60.3297,21.2509
184,3485,7295,42395,58.5853,21.0550
185,3511,7295,42395,58.3778,21.0550
186,3529,7295,42395,57.2707,21.0550
187,3554,7295,42395,57.1694,21.0550
188,3616,7295,42395,56.5565,16.8524
189,3631,7295,42395,52.3287,16.8483
190,3651,7295,42395,52.2422,16.8483
191,3684,7295,42395,49.2010,16.8483
192,3705,7295,42395,48.5551,16.0691
193,3741,7295,42395,47.7676,16.0691
194,3755,7295,42395,47.3826,15.7968
195,3766,7295,42395,47.0640,15.6454
196,3769,7295,42395,46.9682,15.5160
197,3785,7295,42395,46.8365,15.3801
198,3797,7295,42395,46.7005,14.9414
199,3810,7295,42395,46.2618,14.9414
200,3818,7295,42395,43.7067,14.9414
201,3832,7295,42395,43.6876,14.9373
202,3848,7295,42395,43.6701,14.9373
203,3881,7295,42395,42.6420,14.9373
204,3887,7295,42395,41.6658,14.9373
205,3931,7295,42395,41.4552,14.9194
206,3940,7295,42395,41.2702,14.8984
207,3961,7295,42395,40.7747,14.8774
208,3976,7295,42395,40.3534,14.8700
209,3978,7295,42395,40.2687,14.8428
210,3981,7295,42395,40.1976,14.8367
211,3985,7295,42395,40.1307,14.8078
212,4003,7295,42395,40.0692,14.8003
213,4031,7295,42395,39.5604,14.7956
214,4035,7295,42395,39.5101,14.7864
215,4042,7295,42395,39.4359,14.7833
216,4056,7295,42395,38.8301,14.7833
217,4073,7295,42395,38.3019,14.7833
218,4099,7295,42395,32.6806,14.1279
219,4117,7295,42395,32.0236,14.1279
220,4129,7295,42395,31.8015,14.1279
221,4130,7295,42395,30.7919,14.0137
222,4160,7295,42395,30.7843,14.0137
223,4183,7295,42395,30.6121,14.0137
224,4192,7295,42395,30.3346,13.6900
225,4196,7295,42395,30.1221,13.2865
226,4222,7295,42395,29.8430,12.9551
227,4286,7295,42395,29.5049,12.9551
228,4299,7295,42395,29.2567,12.6033
229,4317,7295,42395,29.0733,12.6033
230,4333,7295,42395,24.6771,12.6033
231,4340,7295,42395,23.8699,12.5020
232,4353,7295,42395,23.7636,12.5020
233,4362,7295,42395,22.7499,12.5020
234,4368,7295,42395,22.3265,12.4171
235,4383,7295,42395,22.2416,12.4088
236,4397,7295,42395,21.4045,12.4088
237,4406,7295,42395,20.0396,12.4088
238,4450,7295,42395,19.9640,12.4088
239,4465,7295,42395,19.4499,12.4047
240,4480,7295,42395,18.9387,12.4047
241,4502,7295,42395,17.9831,12.4047
242,4535,7295,42395,17.6877,12.1088
243,4558,7295,42395,17.6535,12.0705
244,4563,7295,42395,17.6152,11.7404
245,4583,7295,42395,17.5879,11.6615
246,4608,7295,42395,17.5082,11.2114
247,4616,7295,42395,17.5000,11.1353
248,4622,7295,42395,17.4238,11.0992
249,4635,7295,42395,17.3624,11.0992
250,4645,7295,42395,17.3366,11.0992
251,4675,7295,42395,16.6175,10.9969
252,4686,7295,42395,16.4901,10.9938
253,4702,7295,42395,16.4237,10.9938
254,4739,7295,42395,16.3258,10.9938
255,4743,7295,42395,15.7887,10.9678
256,4747,7295,42395,14.0839,10.9678
257,4761,7295,42395,14.0606,10.9061
258,4775,7295,42395,13.9988,10.9061
259,4818,7295,42395,13.9190,10.9061
260,4840,7295,42395,13.7225,10.9061
261,4857,7295,42395,13.7099,10.9061
262,4869,7295,42395,13.5959,8.4924
263,4873,7295,42395,13.4760,8.4862
264,4887,7295,42395,9.9681,5.9806
265,4896,7295,42395,9.9279,5.9297
266,4927,7295,42395,9.8770,5.9297
267,4932,7295,42395,9.7295,5.9297
268,4949,7295,42395,9.6862,5.9297
269,4953,7295,42395,9.0985,5.9297
270,4981,7295,42395,8.6389,5.9297
271,4993,7295,42395,8.6274,5.9297
272,5001,7295,42395,8.5972,5.9297
273,5007,7295,42395,8.4713,5.9297
274,5051,7295,42395,8.4430,5.8908
275,5073,7295,42395,8.3943,5.8908
276,5084,7295,42395,8.3556,5.8908
277,5087,7295,42395,8.3471,5.8908
278,5091,7295,42395,7.6402,5.8453
279,5103,7295,42395,7.6318,5.8324
280,5118,7295,42395,7.6188,5.8062
281,5145,7295,42395,7.5927,5.7915
282,5154,7295,42395,7.5450,5.7915
283,5160,7295,42395,7.4984,5.7915
284,5167,7295,42395,7.4949,5.7915
285,5180,7295,42395,6.9841,5.7915
286,5218,7295,42395,6.9771,5.5451
287,5238,7295,42395,6.7307,5.5451
288,5242,7295,42395,6.3653,5.5451
289,5283,7295,42395,6.3595,5.1011
290,5296,7295,42395,6.1231,4.9416
291,5298,7295,42395,6.0314,4.8883
292,5303,7295,42395,5.9994,4.8335
293,5306,7295,42395,5.8277,4.7771
294,5310,7295,42395,5.7977,4.7504
295,5341,7295,42395,5.6036,4.7504
296,5347,7295,42395,5.1046,4.7504
297,5362,7295,42395,4.9767,4.7504
298,5370,7295,42395,4.9709,4.7504
299,5381,7295,42395,4.9650,4.7429
300,5387,7295,42395,4.8826,4.7429
301,5398,7295,42395,4.8584,4.7429
302,5407,7295,42395,4.5707,4.6849
303,5430,7295,42395,4.5399,4.6849
304,5437,7295,42395,4.5376,4.6773
305,5442,7295,42395,4.5292,4.6697
306,5459,7295,42395,2.9812,4.6697
307,5464,7295,42395,2.9752,4.6100
308,5483,7295,42395,2.9436,4.4720
309,5487,7295,42395,2.9424,4.4720
310,5498,7295,42395,2.8470,4.4720
311,5505,7295,42395,2.6740,4.4644
312,5510,7295,42395,2.6664,4.4644
313,5529,7295,42395,2.5610,4.4644
314,5547,7295,42395,2.5550,4.4644
315,5552,7295,42395,2.4979,4.4644
316,5559,7295,42395,2.2972,4.3916
317,5564,7295,42395,2.2966,4.3916
318,5573,7295,42395,2.1024,4.3916
319,5575,7295,42395,2.0927,4.3916
320,5581,7295,42395,2.0915,4.3916
321,5585,7295,42395,1.8402,4.3916
322,5591,7295,42395,1.8395,4.3840
323,5595,7295,42395,1.8319,4.3840
